path,git_state,scope,category,validation,result,notes
main/configs/esphome/ventsys_fdm_airflow.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_array_1.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_array_2.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_branch_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_pipe_air_sensor.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_print_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_garage_air_sensor.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_main_fan.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/esphome/ventsys_main_valve1.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_main_valve2.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_plug_tapo_p110_notes.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/esphome/ventsys_plug_ultrasonic.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_plug_uv1.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_plug_uv2.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_plug_wash_cure.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_360_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_360_valve_v2_nerdiy.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_airflow.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_array_1.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_array_2.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_branch_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_pipe_air_sensor.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_sla_print_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/frigate/config-baseline.yml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/frigate/config.yml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/frigate/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/frigate/frigate.env.example,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/frigate/system/frigate-nvr-fail2ban-sshd.local,tracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/grafana/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/grafana/dashboards/network-dns-overview.json,tracked,active,configuration,JSON parse,pass,No syntax/read failure
main/configs/grafana/dashboards/proxmox-resource-overview.json,tracked,active,configuration,JSON parse,pass,No syntax/read failure
main/configs/grafana/dashboards/security-posture-overview.json,tracked,active,configuration,JSON parse,pass,No syntax/read failure
main/configs/grafana/dashboards/service-availability-overview.json,tracked,active,configuration,JSON parse,pass,No syntax/read failure
main/configs/home-assistant/automations.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/bambuddy_p1s_package.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/cam_01_annke_c500_package.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/configuration.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/custom_components/grocy_llm/__init__.py,tracked,active,vendor/custom-component,Python AST parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/grocy_llm/manifest.json,tracked,active,vendor/custom-component,JSON parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/llamacpp_conversation/__init__.py,tracked,active,vendor/custom-component,Python AST parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/llamacpp_conversation/manifest.json,tracked,active,vendor/custom-component,JSON parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/mealie_llm/__init__.py,tracked,active,vendor/custom-component,Python AST parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/mealie_llm/manifest.json,tracked,active,vendor/custom-component,JSON parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/searxng_llm/__init__.py,tracked,active,vendor/custom-component,Python AST parse,pass,No syntax/read failure
main/configs/home-assistant/custom_components/searxng_llm/manifest.json,tracked,active,vendor/custom-component,JSON parse,pass,No syntax/read failure
main/configs/home-assistant/haos-timesyncd-router.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/home-assistant/lovelace/monitoring-grafana-links.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/monitoring_external_health_package.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/packages/gardenkeeper_package.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/scenes.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/home-assistant/scripts.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/local-ai/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/local-ai/models/llama3.1-search.Modelfile,tracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/local-ai/system/docker.service.d/firewall.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/local-ai/system/llm-host-firewall.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/openwrt/dhcp-config.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/openwrt/firewall-config.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/openwrt/system-config.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/openwrt/vlan-config.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/openwrt/wireless-config.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/proxmox/guest-configs.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/proxmox/home-automation-health-check.service,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/proxmox/home-automation-health-check.timer,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/dashboards/ventsys-card-wrapper.html,tracked,active,dashboard,UTF-8 decode/static review,pass,No syntax/read failure
main/dashboards/ventsys-config.js.example,tracked,active,dashboard,UTF-8 decode/static review,pass,No syntax/read failure
main/dashboards/ventsys-dashboard.html,tracked,active,dashboard,UTF-8 decode/static review,pass,No syntax/read failure
main/dashboards/ventsys_solar_screensaver.html,tracked,active,dashboard,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/audits/2026-06-system-audit/01-scope-environment.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/02-claim-traceability.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/03-findings.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/04-live-tests.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/05-resilience-test-cards.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/06-remediation-backlog.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/07-final-correctness-report.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/08-remediation-execution-and-correctness.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/artifact-inventory.csv,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-06-system-audit/generate_inventory.py,tracked,active,documentation,Python AST parse,pass,No syntax/read failure
main/docs/audits/2026-06-system-audit/roadmap-disposition.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-06-system-audit/todo-disposition.md,tracked,active,documentation,UTF-8 decode and local-link resolution,fail,2 unresolved local link target(s)
main/docs/audits/2026-07-full-system-audit/01-scope-baseline.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/02-static-test-record.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/03-live-evidence.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/04-architecture.mmd,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/04-dependency-matrix.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/05-backup-recovery-matrix.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/06-claim-traceability.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/07-findings.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/08-resilience-test-cards.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/09-remediation-backlog.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/10-final-correctness-report.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/11-vendor-compatibility.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,15 link token(s) checked
main/docs/audits/2026-07-full-system-audit/12-owner-decisions.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/HANDOFF.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/README.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/analyze_compose.py,untracked,active,documentation,Python AST parse,pass,No syntax/read failure
main/docs/audits/2026-07-full-system-audit/artifact-inventory.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/compose-inventory.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/generate_inventory.py,untracked,active,documentation,Python AST parse,pass,No syntax/read failure
main/docs/audits/2026-07-full-system-audit/live-component-inventory.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/roadmap-disposition.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/scan_secrets.py,untracked,active,documentation,Python AST parse,pass,No syntax/read failure
main/docs/audits/2026-07-full-system-audit/secret-scan-redacted.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/audits/2026-07-full-system-audit/todo-disposition.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/audits/2026-07-full-system-audit/worktree-file-inventory.csv,untracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/decisions/01-network-architecture.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,3 link token(s) checked
main/docs/decisions/02-printer-vlan-architecture.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,5 link token(s) checked
main/docs/decisions/03-docker-host-service-policy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/decisions/04-dns-resolver-and-adblocking.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,4 link token(s) checked
main/docs/decisions/05-self-hosted-services-remote-access.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,6 link token(s) checked
main/docs/decisions/07-shared-igpu-lxc-infrastructure.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/decisions/08-household-knowledge-recipes-and-inventory.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/decisions/openwrt_wireless_config.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/decisions/router-security-recommendations.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/diagrams/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,11 link token(s) checked
main/docs/diagrams/infrastructure/docker-host-service-placement.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/install/install-sequence.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/mind-map/excalibrain.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/diagrams/network/current-master-architecture.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/dns-ntp-flow.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/remote-access-flow.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/security-access-flow.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/vlan_architecture_clean.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/storage/storage-and-backup-flow.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/ventsys/ventsys-control-and-safety-flow.mermaid,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/wiring-diagrams/carrier-board/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier-concept.png,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier-preview.png,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier.scad,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier.stl,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/carrier-concept.png,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/esp32-d1-mini-servo-feedback-wiring.html,tracked,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/wiring-diagrams/esp32-d1-mini-servo-feedback-wiring.png,tracked,active,documentation,existence/hash,present,Binary or format-specific artifact
main/docs/diagrams/wiring-diagrams/ventsys_wiring_reference.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/INSTALL-TO-DO.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,5 link token(s) checked
main/docs/install/START-HERE.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,30 link token(s) checked
main/docs/install/garage-pi-desktop-setup-guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,2 link token(s) checked
main/docs/install/oled-screen-setup-guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/00-operator-basics.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/01-router-openwrt.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/02-proxmox-host.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/03-home-assistant.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/04-frigate.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/05-docker-host.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/05a-local-ai.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/06-omv-nas.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/07-tier1-apps.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,4 link token(s) checked
main/docs/install/phases/08-tier2-apps.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,9 link token(s) checked
main/docs/install/phases/09-tier3-evaluate.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,5 link token(s) checked
main/docs/install/phases/10-backups-monitoring-maintenance.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/11-physical-integrations.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/phases/12-validation-troubleshooting.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/command-location-legend.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/decision-gates.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/hacs-enhancement-roadmap.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/manual-template.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/package-dependency-matrix.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/rebuild-state-matrix.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/secrets-placeholder-ledger.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/reference/version-policy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,20 link token(s) checked
main/docs/install/services/actual-budget.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/adguard-home.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/dozzle.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/gardenkeeper.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/grocy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/homepage.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/immich.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/local-registry-mirror.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/mealie.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/mermaid-viewer.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/node-red.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/ntfy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/obsidian-livesync.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/paperless-ngx.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/portainer.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/scrypted.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/searxng.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/transferportal.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/vaultwarden.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/watchtower-monitor-only.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/install/services/whoogle.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/apt_cacher_ng_design.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/claude-MCP-integration.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/docker_host_patch_window_runbook.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/frigate_apple_pwa_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/frigate_camera_preflight_checklist.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/garage_admin_pi_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/grafana_architecture_dashboards.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/home_assistant_companion_app_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/ids_ips_progression_plan.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/local_ai_performance_testing.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/monitoring_roadmap.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/omv_cutover_execution_runbook.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/omv_storage_cutover_checklist.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/proxmox_grafana_metrics.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/router_temporary_uplink_policy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/ssl_tls_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/tailscale_remote_access_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/time_sync_strategy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/unattended_print_preflight_checklist.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/unified-formatting-standard.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/update_maintenance_playbook.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/update_review_log.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/ventsys_esphome_tls_rollout_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/ventsys_solar_screensaver.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/procedures/wireguard_fallback_governance.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/reference/access-matrix.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/reference/current-live-state.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/reference/service-matrix.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/secrets.example.yaml,tracked,active,documentation,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/docs/secrets_reference.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/session-states/session-template.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/docs/troubleshooting/troubleshooting_reference.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/backup/backup_strategy.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/backup/proxmox-lxc-backup-guard.sh,tracked,active,script/tool,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/scripts/monitoring/export_fail2ban_to_influx.sh,tracked,active,script/tool,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/scripts/monitoring/export_uptime_kuma_to_influx.py,tracked,active,script/tool,Python AST parse,pass,No syntax/read failure
main/scripts/monitoring/health_check.ps1,tracked,active,script/tool,PowerShell parser (separate static test),pass,No syntax/read failure
main/scripts/monitoring/health_check.sh,tracked,active,script/tool,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/scripts/setup/nas/omv_nas_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/setup/nas/transfer_portal_cheat_sheet.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/setup/printers/bambuddy_p1s_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/setup/proxmox/bambuddy_vm_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/setup/proxmox/docker_host_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/scripts/setup/proxmox/frigate_vm_setup_guide.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
