path,scope,category,validation,result,notes
main/docs/diagrams/README.md,active,documentation,UTF-8 decode and local-link resolution,pass,11 local/remote link token(s) checked
main/docs/diagrams/infrastructure/docker-host-service-placement.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/install/install-sequence.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/mind-map/excalibrain.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/diagrams/network/current-master-architecture.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/dns-ntp-flow.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/remote-access-flow.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/security-access-flow.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/network/vlan_architecture_clean.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/storage/storage-and-backup-flow.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/ventsys/ventsys-control-and-safety-flow.mermaid,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/wiring-diagrams/carrier-board/README.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier-concept.png,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier-preview.png,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier.scad,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/carrier-board/esp32-d1-mini-servo-feedback-carrier.stl,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/carrier-concept.png,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/esp32-d1-mini-servo-feedback-wiring.html,active,documentation,UTF-8 decode/static review,pass,No syntax/read failure
main/docs/diagrams/wiring-diagrams/esp32-d1-mini-servo-feedback-wiring.png,active,documentation,existence,present,Binary or non-parseable project artefact
main/docs/diagrams/wiring-diagrams/ventsys_wiring_reference.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/INSTALL-TO-DO.md,active,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
main/docs/install/START-HERE.md,active,documentation,UTF-8 decode and local-link resolution,pass,30 local/remote link token(s) checked
main/docs/install/garage-pi-desktop-setup-guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,2 local/remote link token(s) checked
main/docs/install/oled-screen-setup-guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/00-operator-basics.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/01-router-openwrt.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/02-proxmox-host.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/03-home-assistant.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/04-frigate.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/05-docker-host.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/05a-local-ai.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/06-omv-nas.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/07-tier1-apps.md,active,documentation,UTF-8 decode and local-link resolution,pass,4 local/remote link token(s) checked
main/docs/install/phases/08-tier2-apps.md,active,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
main/docs/install/phases/09-tier3-evaluate.md,active,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
main/docs/install/phases/10-backups-monitoring-maintenance.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/11-physical-integrations.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/phases/12-validation-troubleshooting.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/command-location-legend.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/decision-gates.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/hacs-enhancement-roadmap.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/manual-template.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/package-dependency-matrix.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/rebuild-state-matrix.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/secrets-placeholder-ledger.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/reference/version-policy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/README.md,active,documentation,UTF-8 decode and local-link resolution,pass,18 local/remote link token(s) checked
main/docs/install/services/actual-budget.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/adguard-home.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/dozzle.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/grocy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/homepage.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/immich.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/local-registry-mirror.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/mealie.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/node-red.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/ntfy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/obsidian-livesync.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/paperless-ngx.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/portainer.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/scrypted.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/searxng.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/vaultwarden.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/watchtower-monitor-only.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/install/services/whoogle.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/apt_cacher_ng_design.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/claude-MCP-integration.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/docker_host_patch_window_runbook.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/garage_admin_pi_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/grafana_architecture_dashboards.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/home_assistant_companion_app_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/ids_ips_progression_plan.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/local_ai_performance_testing.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/monitoring_roadmap.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/omv_cutover_execution_runbook.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/omv_storage_cutover_checklist.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/proxmox_grafana_metrics.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/router_temporary_uplink_policy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/ssl_tls_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/tailscale_remote_access_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/time_sync_strategy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/unattended_print_preflight_checklist.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/unified-formatting-standard.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/update_maintenance_playbook.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/update_review_log.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/ventsys_esphome_tls_rollout_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/ventsys_solar_screensaver.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/procedures/wireguard_fallback_governance.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/reference/access-matrix.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/reference/current-live-state.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/reference/service-matrix.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/secrets.example.yaml,active,documentation,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/docs/secrets_reference.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/session-states/session-template.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/docs/troubleshooting/troubleshooting_reference.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/backup/backup_strategy.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/monitoring/export_fail2ban_to_influx.sh,active,script/tool,UTF-8 decode; runtime sampled remotely,pass,No syntax/read failure
main/scripts/monitoring/export_uptime_kuma_to_influx.py,active,script/tool,Python AST parse,pass,No syntax/read failure
main/scripts/monitoring/health_check.sh,active,script/tool,UTF-8 decode; runtime sampled remotely,pass,No syntax/read failure
main/scripts/setup/GitHub.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/scripts/setup/nas/omv_nas_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/printers/bambuddy_p1s_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/bambuddy_vm_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/docker_host_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/frigate_vm_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/ha_vm_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/igpu_passthrough_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/llm_host_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,1 local/remote link token(s) checked
main/scripts/setup/proxmox/proxmox_setup_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/network_testing_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/openwrt_offline_testing_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_1_prerequisites.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_2_network_infrastructure_complete.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_3_dhcp_configuration.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_4_firewall_implementation.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_5_wireless_configuration.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_6_vpn_setup.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_7_integration_testing.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/phase_8_ventsys_readiness.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/tplink_wa801n_ap_setup.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/router/wireguard_vpn_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/Code/ventsys_week1_execution_simple_execution_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/Code/ventsys_week1_focused_network_validation.sh,active,script/tool,UTF-8 decode; runtime sampled remotely,pass,No syntax/read failure
main/scripts/setup/ventsys/Code/ventsys_week1_mac_simple_collection_tool.sh,active,script/tool,UTF-8 decode; runtime sampled remotely,pass,No syntax/read failure
main/scripts/setup/ventsys/esphome_adoption_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase1_foundation.md,active,documentation,UTF-8 decode and local-link resolution,pass,2 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase2_hardware.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase3_control.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase4_ui.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase5_diagnostics.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_phase6_integration.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/scripts/setup/ventsys/ventsys_week1_execution_guide.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/tools/playwright-smoke/package-lock.json,active,script/tool,JSON parse,pass,No syntax/read failure
main/tools/playwright-smoke/package.json,active,script/tool,JSON parse,pass,No syntax/read failure
main/tools/playwright-smoke/playwright.config.js,active,script/tool,UTF-8 decode/static review,pass,No syntax/read failure
main/tools/playwright-smoke/scripts/preview-screensaver.js,active,script/tool,UTF-8 decode/static review,pass,No syntax/read failure
main/tools/playwright-smoke/test-results/.last-run.json,active,script/tool,JSON parse,pass,No syntax/read failure
main/tools/playwright-smoke/tests/screensaver.spec.js,active,script/tool,UTF-8 decode/static review,pass,No syntax/read failure
main/tools/router-deploy/.gitignore,active,script/tool,existence,present,Binary or non-parseable project artefact
main/tools/router-deploy/README.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/tools/router-deploy/compile.py,active,script/tool,Python AST parse,pass,No syntax/read failure
main/tools/router-deploy/deploy.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/tools/router-deploy/keys/.gitkeep,active,script/tool,existence,present,Binary or non-parseable project artefact
main/tools/router-deploy/keys/uplink_wifi.example.json,active,script/tool,JSON parse,pass,No syntax/read failure
main/tools/router-deploy/lib/parse_uci.py,active,script/tool,Python AST parse,pass,No syntax/read failure
main/tools/router-deploy/lib/ssh_session.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/tools/router-deploy/lint.py,active,script/tool,Python AST parse,pass,No syntax/read failure
main/tools/router-deploy/test-connectivity.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/tools/router-deploy/test.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/tools/router-deploy/uplink.ps1,active,script/tool,PowerShell parser (external audit command),pass,No syntax/read failure
main/ventsys/integration-process/ventsys_implementation_roadmap.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/ventsys/integration-process/ventsys_network_integration_analysis.md,active,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
main/ventsys/ventsys_addons_bundle/esphome_device_lifecycle_snippets.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_addons_bundle/nodered_pid_tuning_and_logging.json,active,project,JSON parse,pass,No syntax/read failure
main/ventsys/ventsys_addons_bundle/ventsys_ha_tuning_and_popups.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_combined.json,active,project,JSON parse,pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_fan_controller.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_fan_controller_pretls.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_ha_optional.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_ha_package.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_ha_scripts.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_optional_arbitration.json,active,project,JSON parse,pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_valve_controller.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/ventsys/ventsys_bundle_updated/ventsys_valve_controller_pretls.yaml,active,project,YAML syntax parse (BaseLoader),pass,No syntax/read failure
wiki/CLAUDE.md,wiki,documentation,UTF-8 decode and local-link resolution,fail,4 unresolved local link target(s)
wiki/index.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,54 local/remote link token(s) checked
wiki/log.md,wiki,documentation,UTF-8 decode and local-link resolution,fail,5 unresolved local link target(s)
wiki/pages/analyses/deployment-status-2026-04.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,13 local/remote link token(s) checked
wiki/pages/analyses/lint-2026-05-18.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,37 local/remote link token(s) checked
wiki/pages/analyses/lint-2026-05-30.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,16 local/remote link token(s) checked
wiki/pages/concepts/mqtt-tls.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/concepts/printairpipe.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/concepts/rag-vs-wiki-pattern.md,wiki,documentation,UTF-8 decode and local-link resolution,fail,1 unresolved local link target(s)
wiki/pages/concepts/tailscale-remote-access.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
wiki/pages/concepts/ventsys-architecture.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,9 local/remote link token(s) checked
wiki/pages/concepts/vlan-segmentation.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,10 local/remote link token(s) checked
wiki/pages/concepts/wireguard-vpn.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/entities/adguard-home.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,3 local/remote link token(s) checked
wiki/pages/entities/bambu-p1s.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
wiki/pages/entities/bambuddy.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/entities/docker-host.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,12 local/remote link token(s) checked
wiki/pages/entities/dozzle.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,2 local/remote link token(s) checked
wiki/pages/entities/esphome.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
wiki/pages/entities/frigate.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/entities/gl-mt6000.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,9 local/remote link token(s) checked
wiki/pages/entities/home-assistant.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,9 local/remote link token(s) checked
wiki/pages/entities/homepage.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,1 local/remote link token(s) checked
wiki/pages/entities/immich.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,4 local/remote link token(s) checked
wiki/pages/entities/llm-host.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,3 local/remote link token(s) checked
wiki/pages/entities/minix-neo-z350.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,3 local/remote link token(s) checked
wiki/pages/entities/monitoring-vm.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,4 local/remote link token(s) checked
wiki/pages/entities/mosquitto-mqtt.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/entities/openmediavault-nas.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/entities/proxmox.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/entities/raspberry-pi-nas.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/entities/rpi-displays.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,2 local/remote link token(s) checked
wiki/pages/entities/smart-plugs-ventsys.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,2 local/remote link token(s) checked
wiki/pages/entities/tplink-ap.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,1 local/remote link token(s) checked
wiki/pages/entities/ventsys.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/sources/bambuddy-p1s-setup-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,8 local/remote link token(s) checked
wiki/pages/sources/esphome-adoption-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/sources/frigate-vm-setup-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,8 local/remote link token(s) checked
wiki/pages/sources/ha-configuration-yaml.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
wiki/pages/sources/ha-vm-setup-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/sources/hardware-bom.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/sources/igpu-passthrough-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,3 local/remote link token(s) checked
wiki/pages/sources/llm-wiki-idea-file.md,wiki,documentation,UTF-8 decode and local-link resolution,fail,7 unresolved local link target(s)
wiki/pages/sources/network-architecture-decision.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,10 local/remote link token(s) checked
wiki/pages/sources/network-testing-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/sources/openwrt-dhcp-config.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,10 local/remote link token(s) checked
wiki/pages/sources/openwrt-vlan-firewall-configs.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,10 local/remote link token(s) checked
wiki/pages/sources/pi-nas-setup-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,5 local/remote link token(s) checked
wiki/pages/sources/project-readme.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,26 local/remote link token(s) checked
wiki/pages/sources/project-todo.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,10 local/remote link token(s) checked
wiki/pages/sources/proxmox-setup-guide.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/pages/sources/router-setup-complete.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,8 local/remote link token(s) checked
wiki/pages/sources/troubleshooting-reference.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,13 local/remote link token(s) checked
wiki/pages/sources/ventsys-implementation-roadmap.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/sources/ventsys-phase1-foundation.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,7 local/remote link token(s) checked
wiki/pages/sources/ventsys-technical-specs.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,6 local/remote link token(s) checked
wiki/raw/llm-wiki-idea-file.md,wiki,documentation,UTF-8 decode and local-link resolution,pass,0 local/remote link token(s) checked
